HEADER|V0.3|20125|20190805
500001|1999-04-06|0.049000|0.000000|05
500001|2000-04-11|0.190000|0.000000|05
500001|2001-04-09|0.425000|0.000000|05
500001|2002-04-05|0.016000|0.000000|05
500001|2005-04-07|0.035000|0.000000|05
500001|2007-03-22|0.290000|0.000000|05
500001|2008-03-28|0.500000|0.000000|05
500001|2008-04-28|1.208000|0.000000|05
500001|2010-03-24|0.110000|0.000000|05
500001|2011-04-22|0.209000|0.000000|05
500002|2000-03-27|0.022000|0.000000|05
500002|2000-09-04|0.130000|0.000000|05
500002|2001-04-10|0.147000|0.000000|05
500002|2001-09-07|0.226000|0.000000|05
500002|2006-09-01|0.130000|0.000000|05
500002|2007-04-06|0.480000|0.000000|05
500002|2007-08-01|0.655000|0.000000|05
500002|2008-04-03|1.640000|0.000000|05
500002|2010-04-06|0.047000|0.000000|05
500002|2011-04-01|0.172000|0.000000|05
500002|2014-03-25|0.248600|0.000000|05
500003|1999-04-06|0.042000|0.000000|05
500003|2000-03-21|0.320000|0.000000|05
500003|2001-04-06|0.575000|0.000000|05
500003|2002-04-05|0.230000|0.000000|05
500003|2004-04-02|0.010000|0.000000|05
500003|2004-06-24|0.050000|0.000000|05
500003|2005-04-26|0.006000|0.000000|05
500003|2006-04-19|0.029000|0.000000|05
500003|2007-04-06|0.420000|0.000000|05
500003|2007-06-21|0.200000|0.000000|05
500003|2007-10-08|0.200000|0.000000|05
500003|2008-01-25|0.300000|0.000000|05
500003|2008-04-10|0.770000|0.000000|05
500003|2009-03-31|0.260000|0.000000|05
500003|2010-04-01|0.400000|0.000000|05
500003|2011-03-24|0.120000|0.000000|05
500005|2000-04-04|0.150000|0.000000|05
500005|2001-04-06|0.330000|0.000000|05
500005|2002-04-05|0.003000|0.000000|05
500005|2007-04-05|0.319600|0.000000|05
500005|2007-08-31|0.265000|0.000000|05
500005|2008-04-11|1.050000|0.000000|05
500005|2009-04-10|0.333000|0.000000|05
500005|2010-01-19|0.300000|0.000000|05
500005|2011-04-26|0.375000|0.000000|05
500005|2012-04-24|0.037000|0.000000|05
500005|2013-04-22|0.038000|0.000000|05
500005|2014-03-25|0.206000|0.000000|05
500006|1999-04-06|0.021000|0.000000|05
500006|2000-04-06|0.390000|0.000000|05
500006|2001-04-06|0.485000|0.000000|05
500006|2002-04-05|0.007000|0.000000|05
500006|2004-04-16|0.040000|0.000000|05
500006|2005-04-04|0.049000|0.000000|05
500006|2006-04-06|0.015000|0.000000|05
500006|2007-04-04|0.430000|0.000000|05
500006|2007-08-21|0.200000|0.000000|05
500006|2008-04-09|1.090000|0.000000|05
500006|2009-04-03|0.210000|0.000000|05
500006|2010-04-01|0.670000|0.000000|05
500006|2011-04-08|0.071000|0.000000|05
500007|2000-04-14|0.028000|0.000000|05
500007|2001-04-09|0.265000|0.000000|05
500007|2006-04-04|0.031000|0.000000|05
500007|2007-04-05|0.570000|0.000000|05
500007|2007-07-26|0.150000|0.000000|05
500007|2007-12-06|0.150000|0.000000|05
500008|1999-04-06|0.022000|0.000000|05
500008|2000-04-07|0.406000|0.000000|05
500008|2001-04-06|0.385000|0.000000|05
500008|2002-04-08|0.091000|0.000000|05
500008|2004-04-06|0.130000|0.000000|05
500008|2005-04-05|0.141000|0.000000|05
500008|2007-01-18|0.200000|0.000000|05
500008|2007-04-06|0.274000|0.000000|05
500008|2007-09-06|0.250000|0.000000|05
500008|2008-03-20|0.665000|0.000000|05
500008|2008-04-03|0.400000|0.000000|05
500008|2008-04-16|0.400000|0.000000|05
500008|2008-04-25|0.300000|0.000000|05
500008|2010-02-01|0.531000|0.000000|05
500008|2011-04-07|0.139000|0.000000|05
500009|2000-04-07|0.035000|0.000000|05
500009|2001-04-06|0.320000|0.000000|05
500009|2002-04-05|0.110000|0.000000|05
500009|2004-04-02|0.022000|0.000000|05
500009|2004-06-24|0.075000|0.000000|05
500009|2005-04-26|0.010000|0.000000|05
500009|2006-04-19|0.056000|0.000000|05
500009|2007-04-06|0.680000|0.000000|05
500009|2007-06-21|0.200000|0.000000|05
500009|2007-10-08|0.200000|0.000000|05
500009|2008-01-25|0.300000|0.000000|05
500009|2008-04-10|0.930000|0.000000|05
500009|2010-04-01|0.600000|0.000000|05
500009|2011-03-24|0.210000|0.000000|05
500009|2014-04-11|0.080000|0.000000|05
500010|2001-04-06|0.031000|0.000000|05
500010|2007-04-30|0.250000|0.000000|05
500011|2001-04-09|0.204000|0.000000|05
500011|2002-04-05|0.068000|0.000000|05
500011|2004-12-30|0.030000|0.000000|05
500011|2006-11-01|0.040000|0.000000|05
500011|2007-03-22|0.130000|0.000000|05
500011|2008-03-28|0.200000|0.000000|05
500011|2008-04-28|1.204000|0.000000|05
500011|2010-03-24|0.025000|0.000000|05
500011|2011-04-22|0.076000|0.000000|05
500011|2014-03-24|0.209100|0.000000|05
500013|2002-04-05|0.070000|0.000000|05
500013|2007-04-03|0.390000|0.000000|05
500015|2001-04-06|0.170000|0.000000|05
500015|2007-04-05|0.221600|0.000000|05
500015|2007-08-31|0.100000|0.000000|05
500015|2008-04-11|0.490000|0.000000|05
500015|2009-04-10|0.179000|0.000000|05
500015|2010-01-19|0.303000|0.000000|05
500015|2011-04-26|0.075000|0.000000|05
500016|2000-04-07|0.016000|0.000000|05
500016|2001-04-06|0.348000|0.000000|05
500016|2002-04-05|0.036000|0.000000|05
500016|2004-04-16|0.048000|0.000000|05
500016|2005-04-04|0.080000|0.000000|05
500016|2006-04-06|0.021000|0.000000|05
500016|2007-04-04|0.290000|0.000000|05
500017|2007-01-11|0.400000|0.000000|05
500018|2001-04-06|0.251000|0.000000|05
500018|2002-04-08|0.076000|0.000000|05
500018|2004-04-06|0.096000|0.000000|05
500018|2007-01-18|0.100000|0.000000|05
500018|2007-04-06|0.216000|0.000000|05
500018|2007-09-06|0.200000|0.000000|05
500018|2008-03-20|0.300000|0.000000|05
500018|2008-04-03|0.300000|0.000000|05
500018|2008-04-16|0.300000|0.000000|05
500018|2008-04-25|0.309000|0.000000|05
500018|2010-02-01|0.180000|0.000000|05
500018|2011-04-07|0.105000|0.000000|05
500019|2006-11-24|0.030000|0.000000|05
500019|2007-04-19|0.370000|0.000000|05
500019|2007-05-16|0.000000|1.591040|01
500021|2001-04-09|0.034000|0.000000|05
500021|2006-11-01|0.080000|0.000000|05
500021|2007-04-05|0.270000|0.000000|05
500021|2007-04-05|0.410000|0.000000|05
500025|2001-04-06|0.006000|0.000000|05
500025|2007-04-05|0.241500|0.000000|05
500025|2007-08-31|0.257000|0.000000|05
500025|2008-04-11|0.760000|0.000000|05
500025|2008-11-14|0.020000|0.000000|05
500029|2005-04-26|0.035000|0.000000|05
500029|2006-04-07|0.070000|0.000000|05
500029|2007-01-26|0.250000|0.000000|05
500029|2007-04-09|0.230000|0.000000|05
500029|2007-06-20|0.500000|0.000000|05
500029|2007-12-12|1.000000|0.000000|05
500035|2001-04-06|0.010000|0.000000|05
500035|2007-04-09|0.223200|0.000000|05
500038|2002-08-21|0.030000|0.000000|05
500038|2005-04-06|0.023000|0.000000|05
500038|2006-12-21|0.140000|0.000000|05
500038|2007-04-02|0.160000|0.000000|05
500038|2007-09-07|0.300000|0.000000|05
500038|2008-04-03|1.000000|0.000000|05
500038|2009-04-14|0.100000|0.000000|05
500038|2010-02-05|0.330000|0.000000|05
500038|2011-01-24|0.230000|0.000000|05
500038|2014-01-17|0.025000|0.000000|05
500038|2015-01-20|0.200000|0.000000|05
500038|2016-04-25|0.554000|0.000000|05
500039|2005-04-22|0.061000|0.000000|05
500039|2006-03-10|0.046000|0.000000|05
500039|2007-01-09|0.250000|0.000000|05
500039|2007-04-04|0.320000|0.000000|05
500039|2007-08-06|0.400000|0.000000|05
500056|2002-09-05|0.012000|0.000000|05
500056|2004-06-30|0.020000|0.000000|05
500056|2004-12-31|0.060000|0.000000|05
500056|2006-04-07|0.070000|0.000000|05
500056|2007-04-09|0.480000|0.000000|05
500056|2007-11-12|0.150000|0.000000|05
500056|2008-04-02|0.800000|0.000000|05
500056|2008-04-17|0.910000|0.000000|05
500056|2010-04-07|0.360000|0.000000|05
500056|2011-04-21|0.050000|0.000000|05
500056|2015-03-20|0.090000|0.000000|05
500056|2016-02-16|0.100000|0.000000|05
500056|2016-03-02|0.140000|0.000000|05
500056|2016-03-17|0.125000|0.000000|05
500056|2016-03-24|0.140000|0.000000|05
500058|2003-06-24|0.020000|0.000000|05
500058|2003-12-22|0.020000|0.000000|05
500058|2004-06-29|0.020000|0.000000|05
500058|2004-12-30|0.010000|0.000000|05
500058|2005-04-25|0.010000|0.000000|05
500058|2006-05-25|0.060000|0.000000|05
500058|2007-04-09|0.320000|0.000000|05
500058|2007-06-19|0.450000|0.000000|05
500058|2007-08-31|0.450000|0.000000|05
500058|2007-10-31|0.200000|0.000000|05
500058|2008-04-08|0.600000|0.000000|05
500058|2009-08-11|0.016000|0.000000|05
500058|2009-12-11|0.115000|0.000000|05
500058|2010-04-01|0.060000|0.000000|05
500058|2011-04-07|0.007000|0.000000|05
500058|2016-04-21|0.320000|0.000000|05
501017|2017-05-02|0.016800|0.000000|05
501025|2018-01-30|0.050000|0.000000|05
501027|2018-03-08|0.052100|0.000000|05
501029|2018-03-09|0.030000|0.000000|05
501053|2018-04-23|0.010000|0.000000|05
501053|2018-12-26|0.010000|0.000000|05
501053|2019-03-07|0.015000|0.000000|05
501053|2019-05-17|0.020000|0.000000|05
501053|2019-07-19|0.020000|0.000000|05
501065|2019-04-02|0.046000|0.000000|05
501065|2019-07-24|0.054000|0.000000|05
501100|2018-07-18|0.029800|0.000000|05
502000|2015-08-28|0.000000|-0.407710|01
502000|2016-01-06|0.000000|0.009300|01
502000|2017-01-05|0.000000|0.025390|01
502000|2018-01-04|0.000000|0.024890|01
502000|2018-12-26|0.000000|0.000000|01
502000|2019-01-04|0.000000|0.034860|01
502001|2015-08-28|0.000000|0.022340|01
502001|2016-01-06|0.000000|0.019600|01
502001|2017-01-05|0.000000|0.050010|01
502001|2018-01-04|0.000000|0.049980|01
502001|2018-12-26|0.000000|0.000000|01
502001|2019-01-04|0.000000|0.049990|01
502002|2015-08-28|0.000000|-0.837760|01
502003|2016-02-02|0.000000|-0.377390|01
502003|2016-07-11|0.000000|0.009280|01
502003|2017-07-11|0.000000|0.023520|01
502003|2018-07-10|0.000000|0.031280|01
502003|2018-10-23|0.000000|-0.358580|01
502003|2019-06-28|0.000000|0.000000|01
502003|2019-07-09|0.000000|0.013010|01
502004|2016-02-02|0.000000|0.028080|01
502004|2016-07-11|0.000000|0.021920|01
502004|2017-07-11|0.000000|0.045000|01
502004|2018-07-10|0.000000|0.044880|01
502004|2018-10-23|0.000000|0.012950|01
502004|2019-06-28|0.000000|0.000000|01
502004|2019-07-09|0.000000|0.031930|01
502005|2016-02-02|0.000000|-0.782860|01
502005|2018-10-23|0.000000|-0.730100|01
502006|2015-08-28|0.000000|-0.420450|01
502006|2016-06-16|0.000000|0.026070|01
502006|2017-06-16|0.000000|0.022650|01
502006|2018-06-19|0.000000|0.022780|01
502006|2019-06-18|0.000000|0.024250|01
502007|2015-08-28|0.000000|0.010360|01
502007|2016-06-16|0.000000|0.042140|01
502007|2017-06-16|0.000000|0.045000|01
502007|2018-06-19|0.000000|0.045000|01
502007|2019-06-18|0.000000|0.045000|01
502008|2015-08-28|0.000000|-0.851260|01
502010|2016-01-29|0.000000|-0.377900|01
502010|2016-07-11|0.000000|0.009480|01
502010|2017-07-11|0.000000|0.020150|01
502010|2018-07-10|0.000000|0.027950|01
502010|2019-06-28|0.000000|0.000000|01
502010|2019-07-09|0.000000|0.021430|01
502011|2016-01-29|0.000000|0.027810|01
502011|2016-07-11|0.000000|0.022190|01
502011|2017-07-11|0.000000|0.045000|01
502011|2018-07-10|0.000000|0.044880|01
502011|2019-06-28|0.000000|0.000000|01
502011|2019-07-09|0.000000|0.044880|01
502012|2016-01-29|0.000000|-0.783610|01
502013|2015-07-10|0.000000|-0.406960|01
502013|2015-12-02|0.000000|0.011650|01
502013|2016-12-02|0.000000|0.033240|01
502013|2017-12-04|0.000000|0.028550|01
502013|2018-10-19|0.000000|-0.350720|01
502013|2018-12-04|0.000000|0.002950|01
502014|2015-07-10|0.000000|0.006460|01
502014|2015-12-02|0.000000|0.022840|01
502014|2016-12-02|0.000000|0.057510|01
502014|2017-12-04|0.000000|0.050010|01
502014|2018-10-19|0.000000|0.043970|01
502014|2018-12-04|0.000000|0.006030|01
502015|2015-07-10|0.000000|-0.820380|01
502015|2018-10-19|0.000000|-0.745410|01
502016|2015-12-17|0.000000|0.007550|01
502016|2016-12-19|0.000000|0.021820|01
502016|2017-12-19|0.000000|0.021780|01
502017|2015-12-17|0.000000|0.016000|01
502017|2016-12-19|0.000000|0.045000|01
502017|2017-12-19|0.000000|0.045000|01
502020|2015-08-27|0.000000|-0.423850|01
502020|2015-12-17|0.000000|0.007310|01
502020|2016-12-19|0.000000|0.021280|01
502020|2017-11-14|0.000000|0.516360|01
502020|2017-12-19|0.000000|0.002440|01
502021|2015-08-27|0.000000|0.014340|01
502021|2015-12-17|0.000000|0.017640|01
502021|2016-12-19|0.000000|0.050020|01
502021|2017-11-14|0.000000|0.045200|01
502021|2017-12-19|0.000000|0.004800|01
502022|2015-08-27|0.000000|-0.862040|01
502022|2017-11-14|0.000000|0.987510|01
502023|2016-09-05|0.000000|0.030230|01
502023|2017-09-05|0.000000|0.019480|01
502023|2018-09-05|0.000000|0.026090|01
502024|2016-09-05|0.000000|0.052600|01
502024|2017-09-05|0.000000|0.045010|01
502024|2018-09-05|0.000000|0.044980|01
502026|2016-09-05|0.000000|0.029910|01
502026|2017-09-05|0.000000|0.026770|01
502026|2018-05-28|0.000000|-0.278720|01
502027|2016-09-05|0.000000|0.052570|01
502027|2017-09-05|0.000000|0.044980|01
502027|2018-05-28|0.000000|0.032790|01
502028|2018-05-28|0.000000|-0.590790|01
502031|2016-02-02|0.000000|0.027500|01
502031|2016-08-03|0.000000|0.027810|01
502031|2017-08-03|0.000000|0.049990|01
502031|2018-08-03|0.000000|0.050010|01
502031|2018-10-23|0.000000|0.010820|01
502032|2016-02-02|0.000000|-0.717840|01
502032|2018-10-23|0.000000|-0.737760|01
502036|2015-12-17|0.000000|0.015150|01
502036|2016-02-02|0.000000|-0.350790|01
502036|2016-12-19|0.000000|0.022780|01
502036|2017-12-19|0.000000|0.028790|01
502037|2015-12-17|0.000000|0.027950|01
502037|2016-02-02|0.000000|0.006990|01
502037|2016-12-19|0.000000|0.048240|01
502037|2017-12-19|0.000000|0.055000|01
502038|2016-02-02|0.000000|-0.708560|01
502040|2016-12-02|0.000000|0.036460|01
502040|2017-12-04|0.000000|0.021360|01
502040|2018-12-04|0.000000|0.024880|01
502041|2016-12-02|0.000000|0.071600|01
502041|2017-12-04|0.000000|0.049980|01
502041|2018-12-04|0.000000|0.050010|01
502048|2015-08-28|0.000000|-0.372540|01
502048|2016-04-18|0.000000|0.016530|01
502048|2017-04-18|0.000000|0.019480|01
502048|2018-01-18|0.000000|0.519250|01
502048|2019-04-04|0.000000|0.000000|01
502048|2019-04-16|0.000000|0.029430|01
502049|2015-08-28|0.000000|0.020040|01
502049|2016-04-18|0.000000|0.034960|01
502049|2017-04-18|0.000000|0.045000|01
502049|2018-01-18|0.000000|0.034150|01
502049|2019-04-04|0.000000|0.000000|01
502049|2019-04-16|0.000000|0.055600|01
502050|2015-08-28|0.000000|-0.765130|01
502050|2018-01-18|0.000000|1.004340|01
502053|2016-12-02|0.000000|0.032020|01
502053|2017-12-04|0.000000|0.026650|01
502053|2018-09-13|0.000000|-0.360930|01
502053|2018-12-04|0.000000|0.005000|01
502053|2019-03-07|0.000000|0.000000|01
502053|2019-03-11|0.000000|0.571730|01
502054|2016-12-02|0.000000|0.071600|01
502054|2017-12-04|0.000000|0.050000|01
502054|2018-09-13|0.000000|0.039040|01
502054|2018-12-04|0.000000|0.010960|01
502055|2018-09-13|0.000000|-0.760890|01
502055|2019-03-07|0.000000|0.000000|01
502055|2019-03-11|0.000000|1.143450|01
502056|2015-12-17|0.000000|0.013170|01
502056|2016-02-02|0.000000|-0.353630|01
502056|2016-12-19|0.000000|0.021830|01
502056|2017-12-19|0.000000|0.028770|01
502057|2015-12-17|0.000000|0.024000|01
502057|2016-02-02|0.000000|0.006990|01
502057|2016-12-19|0.000000|0.048240|01
502057|2017-12-19|0.000000|0.054990|01
502058|2016-02-02|0.000000|-0.714240|01
505888|2016-01-28|0.034700|0.000000|05
505888|2016-07-01|0.019400|0.000000|05
505888|2016-12-19|0.012300|0.000000|05
505888|2017-07-11|0.014200|0.000000|05
505888|2017-11-02|0.012800|0.000000|05
505888|2018-05-31|0.021200|0.000000|05
505888|2018-10-26|0.024700|0.000000|05
510010|2009-12-08|0.000000|0.113190|01
510020|2010-01-28|0.000000|2.688250|01
510020|2012-12-14|0.000000|-0.900000|01
510030|2010-05-18|0.000000|-0.657670|01
510050|2005-02-17|0.000000|0.183840|01
510050|2006-05-19|0.024000|0.000000|05
510050|2006-11-16|0.037000|0.000000|05
510050|2008-11-19|0.060000|0.000000|05
510050|2010-11-16|0.026000|0.000000|05
510050|2012-05-16|0.011000|0.000000|05
510050|2012-11-13|0.037000|0.000000|05
510050|2013-11-15|0.053000|0.000000|05
510050|2014-11-17|0.043000|0.000000|05
510050|2016-11-29|0.053000|0.000000|05
510050|2017-11-28|0.054000|0.000000|05
510050|2018-12-03|0.049000|0.000000|05
510060|2009-09-30|0.000000|-0.360360|01
510070|2010-10-15|0.000000|-0.142880|01
510090|2010-07-13|0.000000|0.192980|01
510110|2010-11-03|0.000000|-0.598690|01
510120|2011-05-20|0.000000|-0.578730|01
510130|2010-06-01|0.000000|-0.656050|01
510150|2011-02-15|0.000000|-0.670420|01
510160|2010-10-19|0.000000|1.487910|01
510170|2011-01-11|0.000000|-0.689810|01
510180|2006-05-12|0.000000|-0.627320|01
510180|2006-11-23|0.045000|0.000000|05
510180|2009-04-13|0.149000|0.000000|05
510180|2009-05-20|0.000000|9.000000|01
510180|2012-11-15|0.010000|0.000000|05
510180|2013-09-13|0.011000|0.000000|05
510180|2013-12-23|0.000000|-0.750000|01
510180|2014-09-18|0.051000|0.000000|05
510180|2015-11-18|0.051000|0.000000|05
510180|2017-11-16|0.131000|0.000000|05
510190|2010-12-21|0.000000|-0.616800|01
510210|2011-03-15|0.000000|-0.657770|01
510220|2011-03-15|0.000000|-0.726690|01
510220|2016-01-20|0.039000|0.000000|05
510230|2011-05-10|0.000000|-0.715990|01
510230|2018-12-21|0.550000|0.000000|05
510230|2019-06-20|0.250000|0.000000|05
510270|2011-08-01|0.000000|0.166890|01
510300|2012-05-15|0.000000|-0.629050|01
510300|2012-12-18|0.033000|0.000000|05
510300|2014-01-21|0.048000|0.000000|05
510300|2015-01-20|0.035000|0.000000|05
510300|2016-01-20|0.051000|0.000000|05
510300|2017-01-23|0.055000|0.000000|05
510300|2018-01-23|0.046000|0.000000|05
510300|2019-01-16|0.059000|0.000000|05
510330|2013-01-11|0.000000|-0.590670|01
510330|2013-09-06|0.020000|0.000000|05
510330|2014-02-14|0.020000|0.000000|05
510330|2014-07-11|0.020000|0.000000|05
510330|2014-11-28|0.020000|0.000000|05
510330|2018-11-08|0.163300|0.000000|05
510330|2018-12-11|0.160000|0.000000|05
510350|2019-07-30|0.000000|-0.737730|01
510390|2018-01-23|0.000000|-0.760700|01
510500|2015-04-15|0.000000|-0.719680|01
510560|2015-06-17|0.000000|-0.536970|01
510580|2015-09-11|0.000000|-0.845910|01
510590|2018-04-04|0.000000|-0.833140|01
510600|2018-09-11|0.000000|-0.592540|01
510700|2013-05-17|0.000000|-0.443990|01
510710|2015-06-05|0.000000|-0.690860|01
510810|2017-08-10|0.020000|0.000000|05
510810|2017-10-25|0.010000|0.000000|05
510850|2019-01-29|0.000000|-0.582930|01
510880|2007-01-12|0.000000|-0.344720|01
510880|2009-03-24|0.024000|0.000000|05
510880|2009-10-22|0.023000|0.000000|05
510880|2010-07-15|0.020000|0.000000|05
510880|2010-10-22|0.021000|0.000000|05
510880|2011-10-24|0.035000|0.000000|05
510880|2012-12-18|0.041000|0.000000|05
510880|2014-01-21|0.059000|0.000000|05
510880|2015-01-20|0.080000|0.000000|05
510880|2016-01-20|0.050000|0.000000|05
510880|2017-01-23|0.091000|0.000000|05
510880|2018-01-23|0.109000|0.000000|05
510880|2019-01-16|0.098000|0.000000|05
510900|2018-06-29|0.050000|0.000000|05
511010|2013-03-07|0.000000|-0.990000|01
511010|2013-06-03|0.280000|0.000000|05
511010|2015-10-09|1.000000|0.000000|05
511020|2019-01-26|0.000000|-0.990000|01
511030|2019-02-22|0.000000|-0.990000|01
511030|2019-07-15|0.900000|0.000000|05
511210|2013-07-31|0.000000|-0.990000|01
511210|2018-01-17|112.790000|0.000000|05
511220|2014-12-05|0.000000|-0.990000|01
511220|2015-03-24|1.500000|0.000000|05
511220|2015-06-19|1.500000|0.000000|05
511220|2015-09-22|1.500000|0.000000|05
511220|2015-12-15|1.500000|0.000000|05
511220|2016-03-16|1.500000|0.000000|05
511220|2016-06-23|1.500000|0.000000|05
511220|2016-09-21|1.500000|0.000000|05
511220|2016-12-20|1.500000|0.000000|05
511220|2017-03-20|1.500000|0.000000|05
511220|2017-06-19|1.500000|0.000000|05
511220|2017-09-18|1.500000|0.000000|05
511220|2017-12-18|1.500000|0.000000|05
511220|2018-03-22|1.500000|0.000000|05
511220|2018-06-26|1.500000|0.000000|05
511220|2018-09-25|1.500000|0.000000|05
511220|2019-03-19|0.750000|0.000000|05
511220|2019-06-20|0.600000|0.000000|05
511230|2017-03-30|0.000000|-0.990000|01
511230|2017-07-28|1.300000|0.000000|05
511230|2017-11-07|1.400000|0.000000|05
511230|2018-02-06|1.300000|0.000000|05
511260|2017-08-08|0.000000|-0.990000|01
511270|2018-10-26|0.000000|-0.990000|01
511270|2019-02-11|1.000000|0.000000|05
511270|2019-04-23|0.750000|0.000000|05
511270|2019-07-23|0.700000|0.000000|05
511280|2018-05-16|0.000000|-0.990000|01
511290|2018-03-27|0.000000|-0.990000|01
511310|2018-03-22|0.000000|-0.990000|01
511620|2017-08-08|0.000000|-0.990000|01
511650|2016-12-30|0.000000|-0.990000|01
511660|2016-09-03|0.000000|-0.990000|01
511670|2017-08-12|0.000000|-0.990000|01
511680|2016-09-10|0.000000|-0.990000|01
511690|2016-09-30|0.000000|-0.990000|01
511700|2016-09-27|0.000000|-0.990000|01
511760|2016-11-29|0.000000|-0.990000|01
511770|2017-03-21|0.000000|-0.990000|01
511810|2014-12-06|0.000000|-0.990000|01
511820|2016-01-30|0.000000|-0.990000|01
511830|2015-07-15|0.000000|-0.990000|01
511850|2016-07-01|0.000000|-0.990000|01
511860|2014-11-26|0.000000|-0.990000|01
511880|2013-04-08|0.000000|-0.990000|01
511880|2014-01-17|3.208000|0.000000|05
511880|2014-12-31|4.228000|0.000000|05
511880|2015-12-31|3.327000|0.000000|05
511880|2016-12-30|2.540000|0.000000|05
511880|2017-12-29|3.578000|0.000000|05
511880|2018-12-28|3.503000|0.000000|05
511890|2015-07-17|0.000000|-0.990000|01
511900|2015-11-25|0.000000|-0.990000|01
511930|2015-12-01|0.000000|-0.990000|01
511950|2016-11-23|0.000000|-0.990000|01
511990|2012-12-28|0.000000|-0.990000|01
512500|2015-05-26|0.000000|-0.781110|01
512510|2015-06-05|0.000000|-0.502840|01
512510|2017-01-23|0.024000|0.000000|05
513600|2015-01-19|0.000000|-0.481350|01
513660|2015-01-21|0.000000|-0.480830|01
518800|2013-07-26|0.000000|-0.621730|01
518880|2013-07-26|0.000000|-0.622390|01
600000|2000-07-06|0.150000|0.000000|05
600000|2002-08-22|0.200000|0.000000|05
600000|2002-08-22|0.000000|0.500000|02
600000|2003-01-20|8.450000|300000000|03
600000|2003-06-23|0.100000|0.000000|05
600000|2004-05-20|0.110000|0.000000|05
600000|2005-05-12|0.120000|0.000000|05
600000|2006-05-25|0.130000|0.000000|05
600000|2006-11-30|13.640000|439882697|03
600000|2007-07-18|0.150000|0.000000|05
600000|2008-04-24|0.160000|0.000000|05
600000|2008-04-24|0.000000|0.300000|01
600000|2009-06-09|0.230000|0.000000|05
600000|2009-06-09|0.000000|0.400000|01
600000|2009-09-29|16.590000|904159132|03
600000|2010-06-10|0.150000|0.000000|05
600000|2010-06-10|0.000000|0.300000|01
600000|2010-10-14|13.750000|2869764833|03
600000|2011-06-03|0.160000|0.000000|05
600000|2011-06-03|0.000000|0.300000|01
600000|2012-06-26|0.300000|0.000000|05
600000|2013-06-03|0.550000|0.000000|05
600000|2014-06-24|0.660000|0.000000|05
600000|2015-06-23|0.757000|0.000000|05
600000|2016-03-18|16.360000|999510332|03
600000|2016-06-23|0.515000|0.000000|05
600000|2016-06-23|0.000000|0.100000|02
600000|2017-05-25|0.200000|0.000000|05
600000|2017-05-25|0.000000|0.300000|02
600000|2017-09-04|11.880000|1248316498|03
600000|2018-07-13|0.100000|0.000000|05
600000|2019-06-11|0.350000|0.000000|05
600001|1999-08-23|0.500000|0.000000|05
600001|1999-08-23|0.000000|0.100000|02
600001|2000-05-29|5.500000|0.272720|04
600001|2001-07-20|0.200000|0.000000|05
600001|2002-06-13|0.150000|0.000000|05
600001|2003-07-11|0.110000|0.000000|05
600001|2004-10-25|0.300000|0.000000|05
600001|2005-08-12|0.150000|0.000000|05
600001|2005-08-12|0.000000|0.500000|01
600001|2006-06-28|0.100000|0.000000|05
600001|2007-06-22|0.100000|0.000000|05
600001|2008-07-07|0.150000|0.000000|05
600002|1999-06-14|0.158000|0.000000|05
600002|2000-10-19|0.090000|0.000000|05
600002|2001-07-18|0.090000|0.000000|05
600002|2004-06-18|0.100000|0.000000|05
600002|2005-06-24|0.180000|0.000000|05
600003|2000-07-14|0.060000|0.000000|05
600003|2001-06-26|0.070000|0.000000|05
600003|2002-07-08|0.050000|0.000000|05
600003|2004-09-24|0.050000|0.000000|05
600003|2006-08-24|0.050000|0.000000|05
600003|2008-02-26|0.062000|0.000000|05
600004|2004-07-13|0.100000|0.000000|05
600004|2005-07-15|0.250000|0.000000|05
600004|2006-07-21|0.100000|0.000000|05
600004|2007-08-23|0.150000|0.000000|05
600004|2007-12-14|7.090000|135000000|03
600004|2007-12-27|15.050000|15000000|03
600004|2008-08-05|0.180000|0.000000|05
600004|2009-08-06|0.170000|0.000000|05
600004|2010-08-19|0.260000|0.000000|05
600004|2011-08-17|0.300000|0.000000|05
600004|2012-07-25|0.350000|0.000000|05
600004|2013-07-26|0.330000|0.000000|05
600004|2014-08-08|0.370000|0.000000|05
600004|2015-06-12|0.290000|0.000000|05
600004|2016-08-05|0.320000|0.000000|05
600004|2017-07-14|0.370000|0.000000|05
600004|2017-07-14|0.000000|0.450000|01
600004|2018-07-13|0.240000|0.000000|05
600004|2019-08-09|0.170000|0.000000|05
600005|2000-08-08|0.250000|0.000000|05
600005|2001-06-01|0.280000|0.000000|05
600005|2002-06-03|0.280000|0.000000|05
600005|2003-06-09|0.050000|0.000000|05
600005|2003-06-09|0.000000|0.200000|01
600005|2004-04-22|0.230000|0.000000|05
600005|2004-07-05|6.380000|1410424000|03
600005|2004-10-18|0.000000|1.000000|02
600005|2005-05-23|0.250000|0.000000|05
600005|2006-06-09|0.300000|0.000000|05
600005|2007-06-26|0.300000|0.000000|05
600005|2008-06-23|0.380000|0.000000|05
600005|2009-06-23|0.220000|0.000000|05
600005|2010-06-23|0.100000|0.000000|05
600005|2011-04-07|3.700000|0.300000|04
600005|2011-06-23|0.100000|0.000000|05
600005|2012-06-25|0.050000|0.000000|05
600005|2013-06-21|0.010000|0.000000|05
600005|2014-06-27|0.020000|0.000000|05
600005|2015-06-19|0.050000|0.000000|05
